date,net_buy,buy_amt,sell_amt,cumulative,当日资金流入,当日余额,holding_market_value,领涨股,领涨股-涨跌幅,沪深300,沪深300-涨跌幅,领涨股-代码
2020/8/25,10.3118,116.3653,106.0535,1.47250961,23.21,816.79,3.21488E+12,康师傅控股,12.39,25486.22,-0.26,00322.HK
2020/8/26,12.9881,124.2731,111.285,1.47380842,24.86,815.14,3.20831E+12,东江环保,7.66,25491.79,0.02,00895.HK
2020/8/27,42.5568,163.8989,121.3421,1.4780641,54.82,785.18,3.23425E+12,众安在线,22.86,25281.15,-0.83,06060.HK
2020/8/28,42.6546,157.9468,115.2922,1.48232956,51.96,788.04,3.2376E+12,建滔积层板,19.93,25422.06,0.56,01888.HK
2020/8/31,48.9233,171.8851,122.9618,1.48722189,55.91,784.09,3.19388E+12,比亚迪电子,11.55,25177.05,-0.96,00285.HK
2020/9/1,29.5426,133.2194,103.6768,1.49017615,42.17,797.83,3.23623E+12,比亚迪股份,13.83,25184.85,0.03,01211.HK
2020/9/2,40.2834,156.3271,116.0437,1.49420449,52.46,787.54,3.25221E+12,比亚迪电子,14.01,25120.09,-0.26,00285.HK
2020/9/3,15.5112,126.903,111.3918,1.49575561,28.05,811.95,3.21929E+12,重庆钢铁股份,9.09,25007.6,-0.45,01053.HK
2020/9/4,48.0525,161.3792,113.3267,1.50056086,62.11,777.89,3.20362E+12,中创智领,10.64,24695.45,-1.25,00564.HK
2020/9/7,39.6889,183.7138,144.0249,1.50452975,51.21,788.79,3.14423E+12,信达生物,11,24589.65,-0.43,01801.HK
2020/9/8,-18.4668,119.4434,137.9102,1.50268307,-1.3,841.3,3.15585E+12,中石化油服,7.69,24624.34,0.14,01033.HK
2020/9/9,17.3401,101.5577,84.2176,1.50441708,28.75,811.25,3.12678E+12,辽港股份,10,24468.93,-0.63,02880.HK
2020/9/10,12.7093,88.0839,75.3746,1.50568801,19.86,820.14,3.10994E+12,上海电气,7.87,24313.54,-0.64,02727.HK
2020/9/11,23.6553,94.1005,70.4452,1.50805354,33.73,806.27,3.15079E+12,福莱特玻璃,14.44,24503.31,0.78,06865.HK
2020/9/14,52.4354,125.0769,72.6415,1.51329708,58.23,781.77,3.18088E+12,招金矿业,13.96,24640.28,0.56,01818.HK
2020/9/15,26.6767,103.1455,76.4688,1.51596475,36,804,3.20728E+12,华宝国际,12.78,24732.76,0.38,00336.HK
2020/9/16,18.5008,99.4999,80.9991,1.51781483,28.12,811.88,3.23319E+12,雅迪控股,12.35,24725.63,-0.03,01585.HK
2020/9/17,16.5522,95.2951,78.7429,1.51947005,25.4,814.6,3.1968E+12,理文造纸,9.71,24340.85,-1.56,02314.HK
2020/9/18,21.4299,104.4004,82.9705,1.52161304,31.52,808.48,3.23512E+12,第一太平,14.9,24455.41,0.47,00142.HK
2020/9/21,18.6622,99.9476,81.2854,1.52347926,26.61,813.39,3.17353E+12,国联民生,35.85,23950.69,-2.06,01456.HK
2020/9/22,-6.0147,96.6749,102.6896,1.52287779,6.62,833.38,3.14667E+12,ASMPT,6.13,23716.85,-0.98,00522.HK
2020/9/23,16.5878,88.4191,71.8313,1.52453657,25.88,814.12,3.15877E+12,玖龙纸业,13.31,23742.51,0.11,02689.HK
2020/9/24,-1.3253,89.8413,91.1666,1.52440404,9.76,830.24,3.08251E+12,盛业,5.77,23311.07,-1.82,06069.HK
2020/9/25,8.8185,85.9509,77.1324,1.52528589,17.68,822.32,3.04672E+12,东方证券,5.38,23235.42,-0.32,03958.HK
2020/9/28,36.5291,110.4602,73.9311,1.5289388,44.06,795.94,3.09485E+12,敏实集团,12.93,23476.05,1.04,00425.HK
2020/10/9,28.2033,154.8903,126.687,1.53175913,37.71,802.29,3.22913E+12,浙江世宝,8.14,24119.13,-0.31,01057.HK
2020/10/12,74.5965,187.1816,112.5851,1.53921878,79.9,760.1,3.31756E+12,特步国际,17.53,24649.68,2.2,01368.HK
2020/10/14,69.3807,180.5326,111.1519,1.54615685,75.09,764.91,3.32739E+12,安德利果汁,59.74,24667.09,0.07,02218.HK
2020/10/15,37.8372,129.5386,91.7014,1.54994057,45.88,794.12,3.27322E+12,鞍钢股份,13,24158.54,-2.06,00347.HK
2020/10/16,43.5527,117.0028,73.4501,1.55429584,49.57,790.43,3.33231E+12,耐世特,15.88,24386.79,0.94,01316.HK
2020/10/19,25.9548,125.4262,99.4714,1.55689132,34.2,805.8,3.33514E+12,高鑫零售,19.17,24542.26,0.64,06808.HK
2020/10/20,11.4168,87.8635,76.4467,1.558033,21.76,818.24,3.36094E+12,凯盛新能,10.69,24569.54,0.11,01108.HK
2020/10/21,27.4222,98.7527,71.3305,1.56077522,33.72,806.28,3.38542E+12,耐世特,13.1,24754.42,0.75,01316.HK
2020/10/22,21.3448,102.4661,81.1213,1.5629097,29.17,810.83,3.39728E+12,JS环球生活,8.18,24786.13,0.13,01691.HK
2020/10/23,36.0611,119.3744,83.3133,1.56651581,42.04,797.96,3.39517E+12,金风科技,9.23,24918.78,0.54,02208.HK
2020/10/27,66.7173,171.7999,105.0826,1.57318754,72.5,767.5,3.38207E+12,赣锋锂业,9.97,24787.19,-0.53,01772.HK
2020/10/28,94.7441,189.953,95.2089,1.58266195,96.82,743.18,3.39769E+12,中集集团,9.2,24708.8,-0.32,02039.HK
2020/10/29,113.14,214.595,101.455,1.59397595,115.09,724.91,3.43129E+12,信义能源,12.7,24586.6,-0.49,03868.HK
2020/10/30,59.2632,185.84,126.5768,1.59990227,64.81,775.19,3.38246E+12,福耀玻璃,14.86,24107.42,-1.95,03606.HK
2020/11/2,70.3444,169.4444,99.1,1.60693671,74.82,765.18,3.46832E+12,凯盛新能,25.22,24460.01,1.46,01108.HK
2020/11/3,73.5848,176.7543,103.1695,1.61429519,77.47,762.53,3.52466E+12,敏华控股,11.09,24939.73,1.96,01999.HK
2020/11/4,77.8878,179.8107,101.9229,1.62208397,82.84,757.16,3.56124E+12,中创智领,12.26,24886.14,-0.21,00564.HK
2020/11/5,16.5146,171.0803,154.5657,1.62373543,31.27,808.73,3.70541E+12,中兴通讯,18.83,25695.92,3.25,00763.HK
2020/11/6,-3.3766,138.479,141.8556,1.62339777,12.6,827.4,3.72738E+12,东风集团股份,26.67,25712.97,0.07,00489.HK
2020/11/9,27.0665,195.5741,168.5076,1.62610442,41.83,798.17,3.78481E+12,中远海发,20.19,26016.17,1.18,02866.HK
2020/11/10,-11.6697,221.6497,233.3194,1.62493745,9.15,830.85,3.74305E+12,中银航空租赁,20.86,26301.48,1.1,02588.HK
2020/11/11,92.6955,300.9168,208.2213,1.634207,99.96,740.04,3.67754E+12,中国铁建,11.69,26226.98,-0.28,01186.HK
2020/11/12,15.9799,147.5452,131.5653,1.63580499,28.9,811.1,3.72444E+12,比亚迪股份,12.74,26169.38,-0.22,01211.HK
2020/11/13,31.937,162.3445,130.4075,1.63899869,43.71,796.29,3.75919E+12,金蝶国际,8.05,26156.86,-0.05,00268.HK
2020/11/16,21.6466,150.3609,128.7143,1.64116335,33.08,806.92,3.75413E+12,伟禄集团,14.29,26381.67,0.86,01196.HK
2020/11/17,-4.8866,129.1592,134.0458,1.64067469,10.28,829.72,3.78745E+12,特步国际,11.47,26415.09,0.13,01368.HK
2020/11/18,18.0142,123.5255,105.5113,1.64247611,29.3,810.7,3.82098E+12,华宝国际,20,26544.29,0.49,00336.HK
2020/11/19,28.1286,122.7754,94.6468,1.64528897,36.58,803.42,3.79198E+12,广汽集团,9.91,26356.97,-0.71,02238.HK
2020/11/20,50.3261,135.5129,85.1868,1.65032158,56.98,783.02,3.82105E+12,先健科技,24.58,26451.54,0.36,01302.HK
2020/11/23,52.1463,201.7371,149.5908,1.65553621,63.56,776.44,3.86009E+12,凯盛新能,16.59,26486.2,0.13,01108.HK
2020/11/24,22.9619,131.6807,108.7188,1.6578324,33.49,806.51,3.85135E+12,天能动力,10.18,26588.2,0.39,00819.HK
2020/11/25,6.9677,169.5951,162.6274,1.65852917,22.95,817.05,3.81804E+12,中石化油服,10.91,26669.75,0.31,01033.HK
2020/11/26,13.6742,118.866,105.1918,1.65989659,25.54,814.46,3.87398E+12,中国软件国际,12.28,26819.45,0.56,00354.HK
2020/11/27,53.1006,148.2106,95.11,1.66520665,59.28,780.72,3.90932E+12,中海物业,11.16,26894.68,0.28,02669.HK
2020/11/30,49.9665,200.8284,150.8619,1.6702033,58.41,781.59,3.85521E+12,远大医药,8.35,26341.49,-2.06,00512.HK
2020/12/1,49.1252,169.9365,120.8113,1.67511582,57.64,782.36,3.91967E+12,中联重科,12.61,26567.68,0.86,01157.HK
2020/12/2,43.9201,180.2452,136.3251,1.67950783,55.79,784.21,3.89288E+12,华虹半导体,6.42,26532.58,-0.13,01347.HK
2020/12/3,30.4247,146.8275,116.4028,1.6825503,40.46,799.54,3.91708E+12,建滔积层板,16.03,26728.5,0.74,01888.HK
2020/12/4,54.9183,165.2056,110.2873,1.68804213,64.08,775.92,3.93592E+12,易鑫集团,23.56,26835.92,0.4,02858.HK
2020/12/7,20.7454,139.9633,119.2179,1.69011667,33.12,806.88,3.89351E+12,中创智领,19.57,26506.85,-1.23,00564.HK
2020/12/8,30.8187,133.2077,102.389,1.69319854,39.75,800.25,3.89619E+12,中创智领,17.96,26304.56,-0.76,00564.HK
2020/12/9,4.3602,118.7157,114.3555,1.69363456,15.42,824.58,3.90415E+12,易鑫集团,9.58,26502.84,0.75,02858.HK
2020/12/10,18.1777,104.6031,86.4254,1.69545233,28.1,811.9,3.88356E+12,中石化油服,22.41,26410.59,-0.35,01033.HK
2020/12/11,0.6972,116.9193,116.2221,1.69552205,14.3,825.7,3.90763E+12,浙江世宝,10,26505.87,0.36,01057.HK
2020/12/14,0.9795,146.9656,145.9861,1.69562,16.72,823.28,3.90574E+12,凯盛新能,24.03,26389.52,-0.44,01108.HK
2020/12/15,5.1825,135.8653,130.6828,1.69613825,19.85,820.15,3.89871E+12,中远海控,10.19,26207.29,-0.69,01919.HK
2020/12/16,0.7568,134.2562,133.4994,1.69621393,16.92,823.08,3.93276E+12,天能动力,16.9,26460.29,0.97,00819.HK
2020/12/17,4.1509,122.7101,118.5592,1.69662902,18.41,821.59,3.97112E+12,三生制药,11.05,26678.38,0.82,01530.HK
2020/12/18,-8.5576,123.4544,132.012,1.69577326,9.63,830.37,3.9645E+12,招金矿业,15.35,26498.6,-0.67,01818.HK
2020/12/21,13.6928,164.1519,150.4591,1.69714254,27.86,812.14,3.95794E+12,信义能源,16.11,26306.68,-0.72,03868.HK
2020/12/22,6.8551,138.1455,131.2904,1.69782805,19.88,820.12,3.91012E+12,粤海投资,11.71,26119.25,-0.71,00270.HK
2020/12/23,33.9391,189.0344,155.0953,1.70122196,44.97,795.03,3.97153E+12,福莱特玻璃,15.11,26343.1,0.86,06865.HK
2020/12/24,19.1415,110.8793,91.7378,1.70313611,27.74,812.26,3.98057E+12,KLN,8.43,26386.56,0.16,00636.HK
2020/12/28,84.1149,296.1292,212.0143,1.7115476,89.94,750.06,3.96793E+12,天能动力,17.99,26314.63,-0.27,00819.HK
2020/12/29,72.7885,205.98,133.1915,1.71882645,77.13,762.87,4.0219E+12,第一拖拉机股份,9.12,26568.49,0.96,00038.HK
2020/12/30,58.7812,228.0782,169.297,1.72470457,69.03,770.97,4.12644E+12,东岳集团,14.44,27147.11,2.18,00189.HK
2020/12/31,56.9926,171.4053,114.4127,1.73040383,63.07,776.93,4.18211E+12,凯盛新能,23.64,27231.13,0.31,01108.HK
2021/1/4,134.9515,326.5902,191.6387,1.74389898,137.61,702.39,4.23536E+12,浙江世宝,46.98,27472.81,0.89,01057.HK
2021/1/5,107.4338,313.0928,205.659,1.75464236,114.64,725.36,4.2759E+12,微创医疗,18.61,27649.86,0.64,00853.HK
2021/1/6,123.9585,339.9457,215.9872,1.76703821,130.28,709.72,4.35597E+12,中海物业,25.63,27692.3,0.15,02669.HK
2021/1/7,154.2139,371.8901,217.6762,1.7824596,152.57,687.43,4.35332E+12,龙源电力,14.54,27548.52,-0.52,00916.HK
2021/1/8,134.6156,400.7289,266.1133,1.79592116,165.24,674.76,4.45107E+12,中国旭阳集团,30.32,27878.22,1.2,01907.HK
2021/1/11,194.8594,441.7878,246.9284,1.8154071,189.36,650.64,4.4939E+12,中广核新能源,16.22,27908.22,0.11,01811.HK
2021/1/12,107.5147,342.533,235.0183,1.82615857,117.37,722.63,4.57601E+12,海信家电,22.42,28276.75,1.32,00921.HK
2021/1/13,119.0731,337.585,218.5119,1.83806588,122.6,717.4,4.60042E+12,时代电气,13.99,28235.6,-0.15,03898.HK
2021/1/14,146.3478,346.8096,200.4618,1.85270066,145.22,694.78,4.67057E+12,中远海发,11.69,28496.86,0.93,02866.HK
2021/1/15,134.3323,422.1282,287.7959,1.86613389,140.47,699.53,4.68959E+12,广汽集团,19.49,28573.86,0.27,02238.HK
2021/1/18,229.7064,495.2168,265.5104,1.88910453,225.33,614.67,4.82194E+12,丘钛科技,19.58,28862.77,1.01,01478.HK
2021/1/19,265.9275,628.3131,362.3856,1.91569728,261.32,578.68,4.97899E+12,心动公司,20.63,29642.28,2.7,02400.HK
2021/1/20,202.8783,534.8215,331.9432,1.93598511,206.32,633.68,5.11141E+12,四环医药,43.48,29962.47,1.08,00460.HK
2021/1/21,162.6345,494.1298,331.4953,1.95224856,169.87,670.13,5.16043E+12,四环医药,63.64,29927.76,-0.12,00460.HK
2021/1/22,93.6633,416.1096,322.4463,1.96161489,108.95,731.05,5.15288E+12,颐海国际,15.35,29447.85,-1.6,01579.HK
2021/1/25,192.5534,545.3931,352.8397,1.98087023,200.19,639.81,5.34776E+12,FIT HON TENG,21.67,30159.01,2.41,06088.HK
2021/1/26,139.4735,476.9852,337.5117,1.99481758,141.72,698.28,5.21638E+12,四环医药,28.77,29391.26,-2.55,00460.HK
2021/1/27,235.2998,508.909,273.6092,2.01834756,230.18,609.82,5.19417E+12,汇量科技,17.31,29297.53,-0.32,01860.HK
2021/1/28,102.1856,416.1959,314.0103,2.02856612,113.32,726.68,5.05128E+12,VITASOY INT'L,15.43,28550.77,-2.55,00345.HK
2021/1/29,124.6143,379.8327,255.2184,2.04102755,130.56,709.44,5.06892E+12,心动公司,13.61,28283.71,-0.94,02400.HK
2021/2/1,164.3461,392.2346,227.8885,2.05746216,167.1,672.9,5.22863E+12,绿叶制药,51.67,28892.86,2.15,02186.HK
2021/2/2,173.189,390.2869,217.0979,2.07478106,169.92,670.08,5.35863E+12,中创智领,20.16,29248.7,1.23,00564.HK
2021/2/3,123.5761,374.6599,251.0838,2.08713867,130.14,709.86,5.44149E+12,中粮家佳康,27.9,29307.46,0.2,01610.HK
2021/2/4,38.7162,338.9247,300.2085,2.09101029,58.73,781.27,5.40835E+12,美图公司,28.14,29113.5,-0.66,01357.HK
2021/2/5,81.6783,356.9253,275.247,2.09917812,91.56,748.44,5.43253E+12,中国儒意,21.63,29288.68,0.6,00136.HK
2021/2/8,115.8597,331.0918,215.2321,2.11076409,120.71,719.29,5.46745E+12,中国儒意,49.12,29319.47,0.11,00136.HK
2021/2/18,142.0536,545.1145,403.0609,2.12496945,149.94,690.06,5.76955E+12,网龙,13.16,30595.27,-1.58,00777.HK
2021/2/19,36.7912,366.5478,329.7566,2.12864857,62.17,777.83,5.79166E+12,中国建材,14.73,30644.73,0.16,03323.HK
2021/2/22,54.0221,478.6936,424.6715,2.13405078,75.01,764.99,5.67822E+12,重庆钢铁股份,71.26,30319.83,-1.06,01053.HK
2021/2/23,77.6261,398.2577,320.6316,2.14181339,95,745,5.68675E+12,同仁堂国药,14.82,30632.64,1.03,03613.HK
2021/2/24,-199.6029,401.5985,601.2014,2.1218531,-129.45,969.45,5.46772E+12,第一太平,4.96,29718.24,-2.99,00142.HK
2021/2/25,17.0019,323.2292,306.2273,2.12355329,41.27,798.73,5.57775E+12,金斯瑞生物科技,20.96,30074.17,1.2,01548.HK
2021/2/26,-75.9544,316.2185,392.1729,2.11595785,-30.93,870.93,5.29913E+12,第一拖拉机股份,8.82,28980.21,-3.64,00038.HK
2021/3/1,0.8405,285.7938,284.9533,2.1160419,27.23,812.77,5.4602E+12,第一拖拉机股份,21.01,29452.57,1.63,00038.HK
2021/3/2,-18.1584,270.5408,288.6992,2.11422606,6.11,833.89,5.37478E+12,JS环球生活,11.78,29095.86,-1.21,01691.HK
2021/3/3,57.4717,266.7637,209.292,2.11997323,73.05,766.95,5.52706E+12,中集安瑞科,21.3,29880.42,2.7,03899.HK
2021/3/4,-43.3157,268.0074,311.3231,2.11564166,-13.37,853.37,5.30078E+12,伟禄集团,11.13,29236.79,-2.15,01196.HK
2021/3/5,23.6766,290.2244,266.5478,2.11800932,46.39,793.61,5.29415E+12,雅迪控股,8.93,29098.29,-0.47,01585.HK
2021/3/8,-131.8124,327.0125,458.8249,2.10482808,-84.03,924.03,5.09038E+12,粤海投资,5.52,28540.83,-1.92,00270.HK
2021/3/9,-88.6614,305.4529,394.1143,2.09596194,-47.88,887.88,5.08485E+12,美图公司,7.09,28773.23,0.81,01357.HK
2021/3/10,-43.3532,209.5277,252.8809,2.09162662,-16.45,856.45,5.12224E+12,信义玻璃,12.18,28907.52,0.47,00868.HK
2021/3/11,45.2518,257.6156,212.3638,2.0961518,65.03,774.97,5.26611E+12,华虹半导体,13.97,29385.61,1.65,01347.HK
2021/3/12,32.0526,258.779,226.7264,2.09935706,48.34,791.66,5.15458E+12,绿色动力环保,14.71,28739.72,-2.2,01330.HK
2021/3/15,-46.7785,227.4589,274.2374,2.09467921,-15.04,855.04,5.13768E+12,中国南方航空股份,9.45,28833.76,0.33,01055.HK
2021/3/16,52.6692,194.6538,141.9846,2.09994613,63.34,776.66,5.23131E+12,思摩尔国际,12.04,29027.69,0.67,06969.HK
2021/3/17,29.4916,176.8286,147.337,2.10289529,43.81,796.19,5.23867E+12,云顶新耀,20.95,29034.12,0.02,01952.HK
2021/3/18,45.6918,204.5853,158.8935,2.10746447,55.98,784.02,5.29356E+12,康哲药业,15.01,29405.72,1.28,00867.HK
2021/3/19,-32.5651,180.6965,213.2616,2.10420796,-6.89,846.89,5.19863E+12,华润电力,13.25,28990.94,-1.41,00836.HK
2021/3/22,4.4127,158.5593,154.1466,2.10464923,21.11,818.89,5.22331E+12,三一国际,11.88,28885.34,-0.36,00631.HK
2021/3/23,-43.9976,183.7955,227.7931,2.10024947,-17.9,857.9,5.09883E+12,中烟香港,6.68,28497.38,-1.34,06055.HK
2021/3/24,-69.429,175.6961,245.1251,2.09330657,-38.76,878.76,4.98363E+12,阅文集团,13.34,27918.14,-2.03,00772.HK
2021/3/25,-15.6749,250.4808,266.1557,2.09173908,12.29,827.71,4.95132E+12,李宁,10.74,27899.61,-0.07,02331.HK
2021/3/26,60.3048,228.2214,167.9166,2.09776956,70.09,769.91,5.05384E+12,中海物业,25.49,28336.43,1.57,02669.HK
2021/3/29,9.3444,238.6333,229.2889,2.098704,29.54,810.46,5.05564E+12,绿城服务,22.14,28338.3,0.01,02869.HK
2021/3/30,32.5676,186.414,153.8464,2.10196076,46.34,793.66,5.11461E+12,海吉亚医疗,15,28577.5,0.84,06078.HK
2021/3/31,13.0684,181.3052,168.2368,2.1032676,28.95,811.05,5.08788E+12,中国中冶,9.78,28378.35,-0.7,01618.HK
2021/4/1,40.4837,224.9809,184.4972,2.10731597,55.67,784.33,5.24637E+12,心动公司,22.34,28938.74,1.97,02400.HK
2021/4/7,8.4913,201.9166,193.4253,2.1081651,26.65,813.35,5.20932E+12,中远海控,29.11,28674.8,-0.91,01919.HK
2021/4/8,47.2894,227.6725,180.3831,2.11289404,63.45,776.55,5.23001E+12,石四药集团,10.66,29008.07,1.16,02005.HK
2021/4/9,14.6045,141.4694,126.8649,2.11435449,27.68,812.32,5.17553E+12,重庆钢铁股份,24.11,28698.8,-1.07,01053.HK
2021/4/12,-25.3117,149.4201,174.7318,2.11182332,-4.77,844.77,5.08221E+12,重庆钢铁股份,18.29,28453.28,-0.86,01053.HK
2021/4/13,12.3791,130.8674,118.4883,2.11306123,23.85,816.15,5.06292E+12,特步国际,15.19,28497.25,0.15,01368.HK
2021/4/14,13.0091,134.8508,121.8417,2.11436214,25.48,814.52,5.13885E+12,浙江世宝,48.8,28900.83,1.42,01057.HK
2021/4/15,-5.5397,114.1989,119.7386,2.11380817,10.03,829.97,5.12505E+12,江西铜业股份,7.01,28793.14,-0.37,00358.HK
2021/4/16,50.3853,167.4615,117.0762,2.1188467,60.02,779.98,5.19424E+12,青岛银行,10,28969.71,0.61,03866.HK
2021/4/19,51.1251,216.9336,165.8085,2.12395921,61.81,778.19,5.26832E+12,京城机电股份,35.35,29106.15,0.47,00187.HK
2021/4/20,53.9137,184.9745,131.0608,2.12935058,61.98,778.02,5.28543E+12,四环医药,11.88,29135.73,0.1,00460.HK
2021/4/21,42.1015,176.7183,134.6168,2.13356073,54.26,785.74,5.21699E+12,ASMPT,18.21,28621.92,-1.76,00522.HK
2021/4/22,58.9315,178.5906,119.6591,2.13945388,65.35,774.65,5.25938E+12,特步国际,13.97,28755.34,0.47,01368.HK
2021/4/23,34.1743,170.9412,136.7669,2.14287131,44.36,795.64,5.32486E+12,爱康医疗,14.04,29078.75,1.12,01789.HK
2021/4/26,19.8073,197.5299,177.7226,2.14485204,32.34,807.66,5.29346E+12,华宝国际,11.46,28952.83,-0.43,00336.HK
2021/4/27,8.3449,150.9858,142.6409,2.14568653,22.51,817.49,5.29975E+12,昊海生物科技,10.74,28941.54,-0.04,06826.HK
2021/4/28,8.6556,166.0915,157.4359,2.14655209,23.86,816.14,5.31985E+12,绿城服务,11.18,29071.34,0.45,02869.HK
2021/5/6,-3.7546,234.216,237.9706,2.14617663,19.11,820.89,5.221E+12,特步国际,14.02,28637.46,0.77,01368.HK
2021/5/7,-3.3976,188.0808,191.4784,2.14583687,14.32,825.68,5.17391E+12,山东黄金,11.02,28610.65,-0.09,01787.HK
2021/5/10,-64.6798,204.5578,269.2376,2.13936889,-32.64,872.64,5.17821E+12,复星医药,25.07,28595.66,-0.05,02196.HK
2021/5/11,49.3294,254.4861,205.1567,2.14430183,64.14,775.86,5.08396E+12,东方甄选,10,28013.81,-2.03,01797.HK
2021/5/12,98.1011,216.7567,118.6556,2.15411194,99.77,740.23,5.12606E+12,浙江世宝,30.59,28231.04,0.78,01057.HK
2021/5/13,42.9002,155.5465,112.6463,2.15840196,49.87,790.13,5.0297E+12,丽珠医药,6.48,27718.67,-1.81,01513.HK
2021/5/14,46.953,186.2361,139.2831,2.16309726,58.37,781.63,5.10119E+12,金斯瑞生物科技,21.69,28027.57,1.11,01548.HK
2021/5/17,84.5593,231.9575,147.3982,2.17155319,88.5,751.5,5.1811E+12,南京熊猫电子股份,11.72,28194.09,0.59,00553.HK
2021/5/18,43.7683,166.7368,122.9685,2.17593002,54.06,785.94,5.26571E+12,浙江世宝,17.21,28593.81,1.42,01057.HK
2021/5/20,53.8163,229.7397,175.9234,2.18131165,65.01,774.99,5.27372E+12,华宝国际,24.79,28450.29,-0.5,00336.HK
2021/5/21,20.4607,204.6678,184.2071,2.18335772,36.74,803.26,5.27752E+12,汇量科技,14.85,28458.44,0.03,01860.HK
2021/5/24,16.6552,167.9696,151.3144,2.18502324,32.98,807.02,5.2765E+12,康方生物,10.25,28412.26,-0.16,09926.HK
2021/5/25,78.5942,260.7736,182.1794,2.19288266,87.33,752.67,5.39712E+12,中金公司,10.9,28910.86,1.75,03908.HK
2021/5/26,8.1485,203.9534,195.8049,2.19369751,25.68,814.32,5.43559E+12,比亚迪电子,11.73,29166.01,0.88,00285.HK
2021/5/27,-8.105,199.4424,207.5474,2.19288701,15.28,824.72,5.45954E+12,昊海生物科技,18.59,29113.2,-0.18,06826.HK
2021/5/28,-18.4233,175.5362,193.9595,2.19104468,2.94,837.06,5.42289E+12,同仁堂国药,10.36,29124.41,0.04,03613.HK
2021/5/31,-9.4757,196.4811,205.9568,2.19009711,15.35,824.65,5.50638E+12,锦欣生殖,17.51,29151.8,0.09,01951.HK
2021/6/1,52.948,225.1546,172.2066,2.19539191,63.68,776.32,5.5482E+12,特步国际,9.64,29468,1.08,01368.HK
2021/6/2,6.7856,151.5972,144.8116,2.19607047,22.02,817.98,5.51955E+12,中铝国际,25.35,29297.62,-0.58,02068.HK
2021/6/3,4.3909,160.4624,156.0715,2.19650956,17.52,822.48,5.46925E+12,京城机电股份,8.54,28966.03,-1.13,00187.HK
2021/6/4,-10.8731,198.4423,209.3154,2.19542225,12.03,827.97,5.44848E+12,华润医疗,9.74,28918.1,-0.17,01515.HK
2021/6/7,-14.4723,177.1621,191.6344,2.19397502,8.45,831.55,5.42957E+12,中国软件国际,11.07,28787.28,-0.45,00354.HK
2021/6/8,-17.6781,140.9883,158.6664,2.19220721,2.14,837.86,5.4202E+12,先声药业,12.96,28781.38,-0.02,02096.HK
2021/6/9,10.713,144.3415,133.6285,2.19327851,26.51,813.49,5.41587E+12,荣昌生物,12.8,28742.63,-0.13,09995.HK
2021/6/10,-16.2982,166.2808,182.579,2.19164869,4.88,835.12,5.40238E+12,中国软件国际,18.8,28738.88,-0.01,00354.HK
2021/6/11,18.9898,160.7701,141.7803,2.19354767,33.18,806.82,5.42441E+12,康希诺生物,10.39,28842.13,0.36,06185.HK
2021/6/15,-3.9842,181.1477,185.1319,2.19314925,15.58,824.42,5.38812E+12,特步国际,20.72,28638.53,-0.71,01368.HK
2021/6/16,-26.3613,146.165,172.5263,2.19051312,-6.82,846.82,5.31468E+12,第一拖拉机股份,7.81,28436.84,-0.7,00038.HK
2021/6/17,-5.4844,173.6573,179.1417,2.18996468,14.21,825.79,5.34635E+12,特步国际,15.8,28558.59,0.43,01368.HK
2021/6/18,11.6664,206.2147,194.5483,2.19113132,31.92,808.08,5.39573E+12,大新金融,18.09,28801.27,0.85,00440.HK
2021/6/21,-4.8093,236.2429,241.0522,2.19065039,18.56,821.44,5.35373E+12,丘钛科技,13.9,28489,-1.08,01478.HK
2021/6/22,9.2588,196.496,187.2372,2.19157627,27.44,812.56,5.32835E+12,爱康医疗,30.83,28309.76,-0.63,01789.HK
2021/6/23,-3.1674,208.0792,211.2466,2.19125953,19.42,820.58,5.4165E+12,康希诺生物,12.42,28817.07,1.79,06185.HK
2021/6/24,13.5089,182.5437,169.0348,2.19261042,29.48,810.52,5.42421E+12,华宝国际,11.42,28882.46,0.23,00336.HK
2021/6/25,35.7353,212.1268,176.3915,2.19618395,49.75,790.25,5.49646E+12,石四药集团,14.11,29288.22,1.4,02005.HK
2021/6/28,-5.9246,151.1712,157.0958,2.19559149,10.67,829.33,5.4936E+12,石四药集团,16.31,29268.3,-0.07,02005.HK
2021/6/29,-9.9613,173.1455,183.1068,2.19459536,9.64,830.36,5.44476E+12,凯盛新能,11.71,28994.1,-0.94,01108.HK
2021/6/30,5.3839,156.6736,151.2897,2.19513375,19.62,820.38,5.407E+12,心动公司,17.29,28827.95,-0.57,02400.HK
2021/7/2,-70.4498,186.7346,257.1844,2.18808877,-38.84,878.84,5.30018E+12,理文造纸,11.34,28310.42,-1.8,02314.HK
2021/7/5,-108.6757,212.4238,321.0995,2.1772212,-68.29,908.29,5.26779E+12,东岳集团,20.86,28143.5,-0.59,00189.HK
2021/7/6,-15.68,190.7421,206.4221,2.1756532,6.58,833.42,5.2207E+12,中化化肥,12.28,28072.86,-0.25,00297.HK
2021/7/7,17.8005,209.2389,191.4384,2.17743325,35.54,804.46,5.1902E+12,中铝国际,14.48,27960.62,-0.4,02068.HK
2021/7/8,-59.4631,268.3063,327.7694,2.17148694,-28.13,868.13,5.02852E+12,京城机电股份,8.42,27153.13,-2.89,00187.HK
2021/7/9,32.9714,249.2584,216.287,2.17478408,51.75,788.25,5.0901E+12,易鑫集团,12.25,27344.54,0.7,02858.HK
